,x,edge_index,edge_type,y,num_nodes,api_file_name
1019,"[[-0.08338545  0.27078408  0.10825417 ... -0.20452501 -0.308419
   0.32051718]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.12064454  0.27810308  0.09368879 ... -0.2349019  -0.2835441
   0.37709713]
 [-0.10003056  0.2888816   0.03818536 ... -0.1867821  -0.3611737
   0.42900467]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,180_sample-0_URL.openConnection_graph_dump.txt
1020,"[[-0.06870182  0.18485592  0.03208778 ... -0.13744739 -0.3462378
   0.4035698 ]
 [-0.10531706  0.34575966  0.08838905 ... -0.23320627 -0.30245486
   0.37355578]]","[[0 1]
 [1 0]]",[0 0],[2],2,479_sample-0_URL.openConnection_graph_dump.txt
1021,"[[-0.10677133  0.34343156  0.02063408 ... -0.33214274 -0.24341293
   0.28749046]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.02582552  0.22921257  0.06860306 ... -0.40992966 -0.22440077
   0.23381785]
 ...
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.0621007   0.33202243  0.10134361 ... -0.52372444 -0.27018434
   0.30367702]
 [-0.12845792  0.30290553 -0.0438972  ... -0.23059845 -0.33609715
   0.38226268]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[2],7,384_sample-0_URL.openConnection_graph_dump.txt
1022,"[[-0.14777951  0.36096027  0.06032103 ... -0.3005     -0.30293238
   0.3359837 ]
 [-0.1428495   0.36352882  0.08972427 ... -0.23167153 -0.3442963
   0.35083163]
 [-0.12258085  0.31968483  0.05946432 ... -0.21514228 -0.4138365
   0.39764333]
 [-0.0827582   0.28923437  0.00929523 ... -0.24624671 -0.35661873
   0.25306904]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,148_sample-1_URL.openConnection_graph_dump.txt
1023,"[[-0.15036765  0.31436065  0.04925772 ... -0.19923277 -0.37808737
   0.43166557]
 [-0.102644    0.3130447   0.03809964 ... -0.2119395  -0.34000766
   0.37842125]]","[[0 1]
 [1 0]]",[0 0],[2],2,248_sample-1_URL.openConnection_graph_dump.txt
1024,"[[-0.09934843  0.33938885  0.07962696 ... -0.29969624 -0.26704314
   0.32080394]
 [-0.1334228   0.352235    0.13454427 ... -0.19998561 -0.31167606
   0.32026497]
 [-0.05211076  0.2843108   0.09191709 ... -0.46135354 -0.23099461
   0.2512497 ]
 [-0.12343335  0.2936636  -0.03788785 ... -0.20748231 -0.34858808
   0.43868938]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,74_sample-1_URL.openConnection_graph_dump.txt
1025,"[[-0.13687108  0.26658693  0.00615111 ... -0.27855957 -0.29421017
   0.30634266]
 [-0.14449799  0.29481828  0.12031725 ... -0.14175175 -0.3452589
   0.34637383]
 [-0.04901669  0.29441038  0.09432289 ... -0.50799817 -0.21846758
   0.24713328]
 [-0.0471333   0.42178902  0.16194151 ... -0.55326885 -0.24874213
   0.4270642 ]
 [-0.15060368  0.35422766  0.08303417 ... -0.24535188 -0.29897764
   0.37216738]
 [-0.13240038  0.39833528  0.11421265 ... -0.23286855 -0.3097248
   0.4091517 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,155_sample-0_URL.openConnection_graph_dump.txt
1026,"[[-0.13446079  0.29865912  0.03728633 ... -0.30268183 -0.29408288
   0.32824376]
 [-0.12402805  0.34473637  0.09806203 ... -0.18577354 -0.31030843
   0.30089024]
 [-0.10301968  0.3771124   0.08837105 ... -0.13609383 -0.31686732
   0.336831  ]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,5_sample-11_URL.openConnection_graph_dump.txt
1027,"[[-0.15216775  0.3215003   0.08359576 ... -0.12065922 -0.3274043
   0.25847346]
 [-0.15970108  0.27486083  0.09677079 ... -0.16467585 -0.3342014
   0.3592973 ]
 [-0.05323632  0.23947902  0.08471306 ... -0.4467609  -0.24764073
   0.17876795]
 [-0.02700345  0.45509788  0.17749538 ... -0.54404676 -0.24309646
   0.4074313 ]
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.13020295  0.36695996  0.08141703 ... -0.22428836 -0.28610632
   0.3650634 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,205_sample-0_URL.openConnection_graph_dump.txt
1028,"[[-0.11993964  0.2726326   0.06278726 ... -0.19803324 -0.33422732
   0.33206305]
 [ 0.00331927  0.07805272 -0.00584465 ... -0.15215519 -0.42958286
   0.33222884]]","[[0 1]
 [1 0]]",[1 1],[2],2,42_sample-2_URL.openConnection_graph_dump.txt
1029,"[[-0.11433272  0.29429334  0.08086202 ... -0.27486253 -0.28088617
   0.30431917]
 [-0.14344136  0.296207    0.09534473 ... -0.1752301  -0.31998974
   0.37454236]]","[[0 1]
 [1 0]]",[1 1],[2],2,516_sample-0_URL.openConnection_graph_dump.txt
1030,"[[-0.11726105  0.32604507  0.02316674 ... -0.32367513 -0.28842902
   0.32432348]
 [-0.09326521  0.2625536   0.0078404  ... -0.191936   -0.3646763
   0.3793862 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,82_sample-2_URL.openConnection_graph_dump.txt
1031,"[[-0.10555282  0.19495589  0.09907735 ... -0.2598152  -0.37274158
   0.34853992]
 [-0.10731646  0.31292096  0.06361649 ... -0.10511567 -0.32884556
   0.40599725]]","[[0 1]
 [1 0]]",[1 1],[2],2,283_sample-1_URL.openConnection_graph_dump.txt
1032,"[[-0.13611324  0.32963747  0.05521787 ... -0.18369272 -0.3741906
   0.31319648]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.05902802  0.27085856  0.03920341 ... -0.38490027 -0.24363595
   0.24820141]
 [-0.1118345   0.3045592   0.09981192 ... -0.13741818 -0.3028573
   0.4489889 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,158_sample-0_URL.openConnection_graph_dump.txt
1033,"[[-0.05072056  0.19007616  0.10003689 ... -0.46530798 -0.24275795
   0.11455626]
 [-0.13357113  0.31446314  0.09204066 ... -0.23416732 -0.30394575
   0.36220002]]","[[0 1]
 [1 0]]",[0 0],[2],2,70_sample-0_URL.openConnection_graph_dump.txt
1034,"[[-0.09725776  0.31761214  0.02436088 ... -0.29796988 -0.31520087
   0.34271887]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.05119836  0.36365175  0.02048467 ... -0.36886746 -0.32704902
   0.3957223 ]
 [-0.03484276  0.38369644  0.16175717 ... -0.537963   -0.2819478
   0.44257498]
 [-0.03908604  0.37928075  0.16273306 ... -0.5708608  -0.27055466
   0.44949582]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,447_sample-0_URL.openConnection_graph_dump.txt
1035,"[[-0.14533587  0.34765828  0.05070458 ... -0.32882106 -0.25608715
   0.3079758 ]
 [-0.12192068  0.27458614  0.09146357 ... -0.11767272 -0.35675883
   0.3301321 ]
 [-0.04390479  0.30608305  0.08201114 ... -0.47752073 -0.21073657
   0.27283683]
 ...
 [-0.10145145  0.29360226  0.09381417 ... -0.10899821 -0.30640867
   0.39559036]
 [-0.08618467  0.39955017  0.10996441 ... -0.19859062 -0.30282927
   0.41674802]
 [-0.11638987  0.37719664  0.09002159 ... -0.16976522 -0.30263132
   0.3445524 ]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[2],7,20_sample-0_URL.openConnection_graph_dump.txt
1036,"[[-0.08037571  0.23791671 -0.0040063  ... -0.21228455 -0.3682304
   0.25753778]
 [-0.14166114  0.34164363  0.09814253 ... -0.21419708 -0.31937894
   0.3295565 ]
 [-0.09120791  0.2963437   0.0029482  ... -0.23935081 -0.35985732
   0.28586406]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,542_sample-0_URL.openConnection_graph_dump.txt
1037,"[[-0.1421322   0.29016513  0.01078844 ... -0.22119409 -0.36452702
   0.22830813]
 [-0.1413682   0.340791    0.11689635 ... -0.20540097 -0.3095575
   0.33512634]
 [-0.07761467  0.2876124   0.04572158 ... -0.3316841  -0.31694323
   0.35379225]
 [-0.12195771  0.33573124  0.02842672 ... -0.18533368 -0.35796294
   0.41099715]
 [-0.08007347  0.28763175 -0.00286783 ... -0.25007176 -0.3906815
   0.39463013]
 [-0.05704568  0.2270003  -0.00517378 ... -0.1730782  -0.39212164
   0.41044503]]","[[0 1 2 1 1 3 1 4 0 5 2 5 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 5 0 5 2 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 1],[2],6,11_sample-2_URL.openConnection_graph_dump.txt
1038,"[[-0.11937589  0.3289605   0.05621367 ... -0.25932375 -0.2964911
   0.38142365]
 [-0.1344978   0.28946757  0.12361848 ... -0.11998009 -0.3548806
   0.3191862 ]
 [-0.02830172  0.28158545  0.06305972 ... -0.42313153 -0.21422258
   0.29290792]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,341_sample-0_URL.openConnection_graph_dump.txt
1039,"[[-0.01397423  0.28792423  0.04637809 ... -0.451769   -0.22525725
   0.29926684]
 [-0.1481935   0.30368885  0.11273696 ... -0.13265808 -0.35103557
   0.35432494]
 [-0.07015317  0.20771484  0.04749967 ... -0.22180243 -0.3539477
   0.37633115]]","[[0 1 1 2]
 [1 0 2 1]]",[0 0 0 0],[2],3,137_sample-0_URL.openConnection_graph_dump.txt
1040,"[[-0.21708167  0.2824741   0.12323178 ... -0.22683951 -0.23814443
   0.3332158 ]
 [-0.1334228   0.352235    0.13454427 ... -0.19998561 -0.31167606
   0.32026497]
 [-0.0219272   0.28346887  0.08686042 ... -0.4574859  -0.20730948
   0.26258114]
 [-0.14696452  0.34714717  0.08860603 ... -0.2011578  -0.27895403
   0.3644388 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,65_sample-1_URL.openConnection_graph_dump.txt
1041,"[[-0.14609687  0.28582233  0.05089856 ... -0.2052325  -0.3449948
   0.35129532]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.03720123  0.23276721  0.01799631 ... -0.42558473 -0.25863412
   0.24316096]
 [-0.02700345  0.45509788  0.17749538 ... -0.54404676 -0.24309646
   0.4074313 ]
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.13020295  0.36695996  0.08141703 ... -0.22428836 -0.28610632
   0.3650634 ]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,204_sample-0_URL.openConnection_graph_dump.txt
1042,"[[-0.0798815   0.27550572  0.03830824 ... -0.23015173 -0.39629352
   0.2959302 ]
 [-0.18725193  0.3677575   0.13286167 ... -0.22863416 -0.31283227
   0.35250703]
 [-0.12360498  0.32198378  0.08845674 ... -0.16816838 -0.28406295
   0.4451655 ]
 [-0.12638596  0.22984731 -0.10973217 ... -0.21720125 -0.3971052
   0.50537753]]","[[0 1 1 2 1 3 0 2 0 3 2 3]
 [1 0 2 1 3 1 2 0 3 0 3 2]]",[1 1 0 0 0 0 1 1 1 1 0 0],[2],4,2_sample-8_URL.openConnection_graph_dump.txt
1043,"[[-0.12318286  0.26718023  0.02437135 ... -0.19821396 -0.32870987
   0.3228444 ]
 [-0.15763761  0.30469185  0.1186367  ... -0.17530614 -0.3466571
   0.35485867]]","[[0 1]
 [1 0]]",[1 1],[2],2,510_sample-0_URL.openConnection_graph_dump.txt
1044,"[[-0.1451017   0.335315    0.02902028 ... -0.34589538 -0.3089186
   0.3223787 ]
 [-0.14437158  0.33714667  0.07256752 ... -0.22012712 -0.3116639
   0.3584795 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,161_sample-1_URL.openConnection_graph_dump.txt
1045,"[[-0.12669905  0.34544414  0.04194782 ... -0.25747395 -0.25853372
   0.33562997]
 [-0.1404111   0.287464    0.11542057 ... -0.1263498  -0.353799
   0.3300296 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,481_sample-0_URL.openConnection_graph_dump.txt
1046,"[[-0.13223912  0.30234236  0.06888858 ... -0.24005356 -0.3332763
   0.29654533]
 [-0.13839209  0.29932567  0.10198504 ... -0.15681796 -0.34147665
   0.37240928]
 [-0.13642493  0.29003045  0.1143361  ... -0.20590383 -0.33377376
   0.43706277]
 [-0.12471002  0.353715    0.08648365 ... -0.31787318 -0.2950017
   0.41330802]
 [-0.14760561  0.3470558   0.082779   ... -0.24613178 -0.2940558
   0.353086  ]
 [-0.13197578  0.33555424  0.09121466 ... -0.19634429 -0.3121654
   0.41425392]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,57_sample-0_URL.openConnection_graph_dump.txt
1047,"[[-0.11726105  0.32604507  0.02316674 ... -0.32367513 -0.28842902
   0.32432348]
 [-0.14669697  0.2821806   0.09846535 ... -0.13457842 -0.35012537
   0.35917214]
 [-0.04325453  0.4340597   0.15969367 ... -0.5748866  -0.24747005
   0.40054032]
 ...
 [-0.03007448  0.34064627  0.16489056 ... -0.50641423 -0.29886162
   0.4559601 ]
 [-0.07413401  0.39450908 -0.01846309 ... -0.23151086 -0.32859585
   0.53580177]
 [-0.10355386  0.352642    0.08051936 ... -0.33236048 -0.3001758
   0.41876283]]","[[0 1 1 2 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 2 1 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[2],7,388_sample-0_URL.openConnection_graph_dump.txt
1048,"[[-0.14214769  0.34838405  0.05987787 ... -0.19569266 -0.3023752
   0.29686052]
 [-0.1362165   0.35487577  0.08652641 ... -0.20149875 -0.3216746
   0.32653636]
 [ 0.00958955  0.27711457  0.0713254  ... -0.39441878 -0.33843926
   0.32955277]
 [-0.09752394  0.3773498   0.11172307 ... -0.3127993  -0.32578257
   0.4351921 ]
 [-0.03892085  0.29383227  0.0135625  ... -0.28028983 -0.3594759
   0.33087125]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,35_sample-2_URL.openConnection_graph_dump.txt
1049,"[[-0.04225788  0.25891247 -0.05961315 ... -0.21116157 -0.3305268
   0.29112568]
 [-0.12698847  0.3524111   0.06029866 ... -0.23263338 -0.32240835
   0.34658894]
 [-0.02479382  0.23732398  0.0468336  ... -0.46755928 -0.23435804
   0.237589  ]]","[[0 1 2 1 2 0]
 [1 0 1 2 0 2]]",[1 1 0 0 0 0],[2],3,48_sample-3_URL.openConnection_graph_dump.txt
1050,"[[-0.13371344  0.27395228  0.07596713 ... -0.21495913 -0.30098322
   0.3188231 ]
 [-0.10895888  0.2589289   0.06713242 ... -0.11517616 -0.34488013
   0.36901933]
 [-0.09493116  0.353056    0.07738496 ... -0.30812526 -0.30119413
   0.3889653 ]
 [-0.1058365   0.3227106   0.10856471 ... -0.1354175  -0.31067696
   0.43254226]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,59_sample-0_URL.openConnection_graph_dump.txt
1051,"[[-0.1017697   0.29622734  0.0325638  ... -0.26348707 -0.32621178
   0.31661078]
 [-0.1752548   0.33836797  0.03768035 ... -0.2175102  -0.3654447
   0.32988164]]","[[0 1]
 [1 0]]",[1 1],[2],2,492_sample-0_URL.openConnection_graph_dump.txt
1052,"[[-0.11726105  0.32604507  0.02316674 ... -0.32367513 -0.28842902
   0.32432348]
 [-0.1752548   0.33836797  0.03768035 ... -0.2175102  -0.3654447
   0.32988164]]","[[0 1]
 [1 0]]",[1 1],[2],2,489_sample-0_URL.openConnection_graph_dump.txt
1053,"[[-0.14335632  0.30033028  0.03296261 ... -0.24453864 -0.37757277
   0.25159648]
 [-0.05704568  0.2270003  -0.00517378 ... -0.1730782  -0.39212164
   0.41044503]
 [-0.07761467  0.2876124   0.04572158 ... -0.3316841  -0.31694323
   0.35379225]
 [-0.05704568  0.2270003  -0.00517378 ... -0.1730782  -0.39212164
   0.41044503]]","[[0 1 2 1 0 3 2 3 0 2]
 [1 0 1 2 3 0 3 2 2 0]]",[1 1 0 0 1 1 0 0 1 1],[2],4,15_sample-2_URL.openConnection_graph_dump.txt
1054,"[[-0.11726105  0.32604507  0.02316674 ... -0.32367513 -0.28842902
   0.32432348]
 [-0.1307524   0.33535874  0.0566557  ... -0.2091088  -0.32403386
   0.34834558]
 [ 0.03169473  0.29166728  0.07777573 ... -0.4395971  -0.2978408
   0.25815573]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,24_sample-4_URL.openConnection_graph_dump.txt
1055,"[[-0.10097294  0.27447703  0.10964442 ... -0.16613093 -0.3432837
   0.30297118]
 [-0.11853782  0.24917601  0.06488146 ... -0.12353566 -0.34729034
   0.3679596 ]
 [-0.12511267  0.37845275  0.08799648 ... -0.20837586 -0.28945473
   0.34686792]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,275_sample-0_URL.openConnection_graph_dump.txt
1056,"[[-0.06123253  0.30618846 -0.04343351 ... -0.18750712 -0.36412153
   0.2845314 ]
 [-0.1752548   0.33836797  0.03768035 ... -0.2175102  -0.3654447
   0.32988164]
 [-0.18465811  0.3307152  -0.08027755 ... -0.38533574 -0.35448214
   0.32459414]]","[[0 1 0 2]
 [1 0 2 0]]",[1 1 1 1],[2],3,466_sample-0_URL.openConnection_graph_dump.txt
1057,"[[-0.13446079  0.29865912  0.03728633 ... -0.30268183 -0.29408288
   0.32824376]
 [-0.12402805  0.34473637  0.09806203 ... -0.18577354 -0.31030843
   0.30089024]
 [-0.10301968  0.3771124   0.08837105 ... -0.13609383 -0.31686732
   0.336831  ]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,1_sample-11_URL.openConnection_graph_dump.txt
1058,"[[-0.07939148  0.32129014 -0.02781432 ... -0.13571629 -0.36341792
   0.292164  ]
 [-0.13153197  0.35692418  0.07200609 ... -0.20816912 -0.33435974
   0.32934105]]","[[0 1]
 [1 0]]",[1 1],[2],2,89_sample-2_URL.openConnection_graph_dump.txt
1059,"[[-0.11367109  0.33615497  0.02804322 ... -0.34868982 -0.2542328
   0.30614835]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.0219272   0.28346887  0.08686042 ... -0.4574859  -0.20730948
   0.26258114]
 ...
 [-0.07845331  0.3798133   0.00569749 ... -0.25571615 -0.35796368
   0.44276577]
 [-0.13856101  0.37132955  0.09238183 ... -0.2578013  -0.27240804
   0.34677956]
 [-0.12744145  0.2830662   0.1112134  ... -0.169126   -0.38675672
   0.48133537]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[2],7,16_sample-0_URL.openConnection_graph_dump.txt
1060,"[[-0.14390196  0.34961152  0.05240578 ... -0.30186814 -0.22890154
   0.3431654 ]
 [-0.11473295  0.25314906  0.09103573 ... -0.10647096 -0.35038072
   0.395267  ]
 [-0.10926731  0.27545342  0.03482707 ... -0.16806853 -0.33892438
   0.40125594]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,448_sample-0_URL.openConnection_graph_dump.txt
1061,"[[-0.10741906  0.30638415  0.0500615  ... -0.25346652 -0.30773425
   0.34346452]
 [-0.09987195  0.24046926  0.04949676 ... -0.13403663 -0.35366842
   0.39829296]
 [-0.03607837  0.39334536 -0.01934834 ... -0.18265834 -0.34155434
   0.49623716]
 [-0.01292625  0.4266448   0.16288793 ... -0.556447   -0.23632485
   0.3802128 ]
 [-0.12511267  0.37845275  0.08799648 ... -0.20837586 -0.28945473
   0.34686792]
 [-0.05113945  0.31995234  0.03928651 ... -0.2095429  -0.36246222
   0.53175926]]","[[0 1 1 2 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 2 1 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[2],6,421_sample-0_URL.openConnection_graph_dump.txt
1062,"[[-0.12679353  0.29247892 -0.01185684 ... -0.29854408 -0.31216288
   0.2609646 ]
 [-0.18465811  0.3307152  -0.08027755 ... -0.38533574 -0.35448214
   0.32459414]]","[[0 1]
 [1 0]]",[1 1],[2],2,529_sample-0_URL.openConnection_graph_dump.txt
1063,"[[-0.11091084  0.28919497 -0.01108724 ... -0.25382844 -0.34687918
   0.29290622]
 [-0.1752548   0.33836797  0.03768035 ... -0.2175102  -0.3654447
   0.32988164]]","[[0 1]
 [1 0]]",[1 1],[2],2,503_sample-0_URL.openConnection_graph_dump.txt
1064,"[[-0.107303    0.32545957  0.00354265 ... -0.33958966 -0.2769011
   0.32424414]
 [-0.11673728  0.31218207  0.0805904  ... -0.2382265  -0.2908688
   0.3537776 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,112_sample-2_URL.openConnection_graph_dump.txt
1065,"[[-0.08335336  0.26278913  0.05930506 ... -0.29512337 -0.33442762
   0.3152884 ]
 [-0.14966562  0.33429146  0.03904247 ... -0.2643037  -0.33116087
   0.44901767]]","[[0 1]
 [1 0]]",[1 1],[2],2,38_sample-2_URL.openConnection_graph_dump.txt
1066,"[[-0.07962215  0.33258805  0.04753758 ... -0.29625094 -0.27951622
   0.3663377 ]
 [-0.1334228   0.352235    0.13454427 ... -0.19998561 -0.31167606
   0.32026497]
 [-0.05372042  0.23104191  0.0215109  ... -0.2704711  -0.36568388
   0.4102856 ]
 [-0.16137871  0.32951903  0.03254505 ... -0.23396108 -0.30690417
   0.38552383]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,21_sample-3_URL.openConnection_graph_dump.txt
1067,"[[-0.11960306  0.27440992  0.07737933 ... -0.1930747  -0.3242719
   0.30427325]
 [-0.11673728  0.31218207  0.0805904  ... -0.2382265  -0.2908688
   0.3537776 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,269_sample-1_URL.openConnection_graph_dump.txt
1068,"[[-0.1279173   0.32801172  0.03393274 ... -0.26518527 -0.25524607
   0.30353194]
 [-0.14312187  0.3246573   0.1005301  ... -0.17572038 -0.36675918
   0.36000642]
 [-0.05572392  0.12775147 -0.05815395 ... -0.14275981 -0.4116114
   0.3950578 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,196_sample-1_URL.openConnection_graph_dump.txt
1069,"[[-0.1271438   0.28187296  0.05826809 ... -0.38868982 -0.32156166
   0.31224737]
 [-0.07117379  0.28059524  0.04977988 ... -0.19861504 -0.3368824
   0.37285697]]","[[0 1]
 [1 0]]",[1 1],[2],2,318_sample-1_URL.openConnection_graph_dump.txt
1070,"[[-0.10044131  0.25987658  0.12766303 ... -0.1418446  -0.32276145
   0.29642087]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.12589322  0.34578216  0.09890248 ... -0.17653546 -0.39906138
   0.3125434 ]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,470_sample-0_URL.openConnection_graph_dump.txt
1071,"[[-0.11367153  0.31128997  0.05705381 ... -0.3413214  -0.27664942
   0.29548895]
 [-0.12777396  0.34791902  0.11124036 ... -0.19663596 -0.30657062
   0.32786936]
 [-0.0369176   0.25509033  0.08895347 ... -0.5366886  -0.22058223
   0.20564796]
 [-0.10570839  0.24579048  0.01586352 ... -0.11438942 -0.4107892
   0.4459636 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[2],4,101_sample-1_URL.openConnection_graph_dump.txt
1072,"[[-0.10305455  0.30313155  0.06394278 ... -0.2688973  -0.28746608
   0.33293673]
 [-0.11942079  0.24682619  0.09148039 ... -0.13636269 -0.3521695
   0.42023697]
 [-0.09678911  0.25639638  0.07304797 ... -0.36955303 -0.24625936
   0.2797418 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[2],3,323_sample-0_URL.openConnection_graph_dump.txt
1073,"[[-0.13772587  0.30039662  0.05735482 ... -0.30067968 -0.2926754
   0.30187327]
 [-0.12796053  0.3005854   0.10331808 ... -0.12437923 -0.35217458
   0.3361692 ]
 [-0.05414461  0.28776863  0.09943359 ... -0.47830644 -0.21152307
   0.2510951 ]
 [-0.10145145  0.29360226  0.09381417 ... -0.10899821 -0.30640867
   0.39559036]
 [-0.12498025  0.3179014   0.08793274 ... -0.13442719 -0.31119052
   0.4276253 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3]
 [1 0 1 2 3 1 4 1 2 0 3 0]]",[1 1 0 0 0 0 0 0 1 1 1 1],[2],5,138_sample-0_URL.openConnection_graph_dump.txt
